Category,Technique_Used,Strength,Guidance,L1,L2,MS_SSIM,LPIPS,Max_Patch,Label
bottle,Text_Encoder_LoRA,0.35,5.5,0.028589308261871338,0.0018003717996180058,0.8690663576126099,0.21029828488826752,0.03972408175468445,1
bottle,Text_Encoder_LoRA,0.35,5.5,0.029001867398619652,0.0019640433602035046,0.8768975734710693,0.21526864171028137,0.09535590559244156,1
bottle,Text_Encoder_LoRA,0.35,5.5,0.03018707036972046,0.002242970746010542,0.8636662364006042,0.22520945966243744,0.07534506916999817,1
bottle,Text_Encoder_LoRA,0.35,5.5,0.02713743969798088,0.001968926517292857,0.9072897434234619,0.19982704520225525,0.10368479043245316,1
bottle,Text_Encoder_LoRA,0.35,5.5,0.02789328806102276,0.0018304529367014766,0.884286642074585,0.2226027548313141,0.07596921920776367,1
bottle,Text_Encoder_LoRA,0.35,5.5,0.02897099032998085,0.0018897585105150938,0.8708401918411255,0.2161543369293213,0.06331638991832733,1
bottle,Text_Encoder_LoRA,0.35,5.5,0.02841155230998993,0.001995805185288191,0.8916770219802856,0.22003036737442017,0.06881150603294373,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.027115164324641228,0.0016711734933778644,0.8945319056510925,0.2142375409603119,0.07804524153470993,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.028735414147377014,0.0020086236763745546,0.889974057674408,0.21537469327449799,0.06907380372285843,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.027529573068022728,0.001763216103427112,0.8958012461662292,0.20447126030921936,0.07896958291530609,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02716803550720215,0.0016810426022857428,0.8920692205429077,0.20559853315353394,0.04674442112445831,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.027524208649992943,0.0018469765782356262,0.8968573808670044,0.20367279648780823,0.06773240864276886,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02837979793548584,0.0018842830322682858,0.8803157806396484,0.20755988359451294,0.06680218875408173,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.028442783281207085,0.0018025588942691684,0.8864505290985107,0.21547333896160126,0.039062660187482834,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02737756073474884,0.001803714781999588,0.905697762966156,0.1907282918691635,0.08574913442134857,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02692846581339836,0.0017070348840206861,0.8983075618743896,0.2188054621219635,0.05079789087176323,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.027228057384490967,0.001863746321760118,0.8931660652160645,0.20646068453788757,0.08771926909685135,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.028075380250811577,0.0018299545627087355,0.8883861303329468,0.21435225009918213,0.07031649351119995,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.026992682367563248,0.0017153065418824553,0.8980507850646973,0.1874484121799469,0.06327298283576965,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.028430011123418808,0.0018973760306835175,0.8896095156669617,0.21258296072483063,0.08029508590698242,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02816024050116539,0.0019122206140309572,0.9061205387115479,0.1942359209060669,0.05354015901684761,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02818700298666954,0.0017859510844573379,0.8903529047966003,0.20389306545257568,0.0716053694486618,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02706889808177948,0.0017223597969859838,0.9029476046562195,0.20324397087097168,0.07446793466806412,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.027879923582077026,0.0018483649473637342,0.8928326964378357,0.20820972323417664,0.12949346005916595,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.02718772366642952,0.00161857926286757,0.8855873942375183,0.2147279679775238,0.04715339466929436,0
bottle,Text_Encoder_LoRA,0.35,5.5,0.027901729568839073,0.0018955714767798781,0.8969345092773438,0.20753806829452515,0.07939674705266953,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02865046076476574,0.0019350259099155664,0.8761155009269714,0.24030086398124695,0.07594303041696548,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027438774704933167,0.0019149193540215492,0.889093816280365,0.22374840080738068,0.11438450962305069,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028014838695526123,0.0017764174845069647,0.8623418807983398,0.23588480055332184,0.05198373645544052,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.025134284049272537,0.0014312195125967264,0.8889116644859314,0.2561275362968445,0.039898768067359924,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028640400618314743,0.0021264541428536177,0.8807265758514404,0.21287763118743896,0.10536589473485947,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02961401455104351,0.0022146650590002537,0.8808000087738037,0.21860016882419586,0.06187476962804794,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02873232588171959,0.0020051782485097647,0.872074544429779,0.24562382698059082,0.08153220266103745,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02646302804350853,0.0015971673419699073,0.8782812356948853,0.24592548608779907,0.08171780407428741,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028174057602882385,0.001959497109055519,0.8830723166465759,0.2435828298330307,0.1127830445766449,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02718297392129898,0.0017724961508065462,0.8853127360343933,0.2124904990196228,0.07081444561481476,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.025971626862883568,0.001525157829746604,0.8916187286376953,0.21828597784042358,0.05144060030579567,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02778105065226555,0.002013032790273428,0.8793899416923523,0.22039476037025452,0.14539745450019836,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02802383154630661,0.002118499483913183,0.8824059367179871,0.22335612773895264,0.11829700320959091,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.029939254745841026,0.002085598884150386,0.8610047698020935,0.26408445835113525,0.057394638657569885,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028244074434041977,0.0019307521870359778,0.8856905698776245,0.21633505821228027,0.1181771531701088,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02855473756790161,0.0020508775487542152,0.8821344375610352,0.2305976003408432,0.0928419753909111,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027660246938467026,0.0020012077875435352,0.8899708986282349,0.24031083285808563,0.09106306731700897,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02764182537794113,0.0018787188455462456,0.8739535808563232,0.2384500801563263,0.08511090278625488,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.03093479573726654,0.002376832067966461,0.8658257722854614,0.2529222369194031,0.08157748728990555,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028489915654063225,0.00194372923579067,0.8800222277641296,0.2210935354232788,0.05480625107884407,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028154416009783745,0.0019133181776851416,0.8820769190788269,0.20969034731388092,0.07616433501243591,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028443170711398125,0.0020793448202311993,0.8930603861808777,0.2008901685476303,0.09380675852298737,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.030560314655303955,0.002468283288180828,0.8695019483566284,0.22731921076774597,0.14879953861236572,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.030200764536857605,0.0024299887008965015,0.8770871162414551,0.23068293929100037,0.15643447637557983,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028491150587797165,0.002221085596829653,0.895155131816864,0.21262311935424805,0.08829925954341888,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027867605909705162,0.001811566180549562,0.8866764307022095,0.20872065424919128,0.06457402557134628,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02816500887274742,0.0019788197241723537,0.8887825012207031,0.21955722570419312,0.09799135476350784,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027488574385643005,0.0019214102067053318,0.8984608054161072,0.20208221673965454,0.10573174804449081,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02845165692269802,0.0019537080079317093,0.8706232905387878,0.21665936708450317,0.07428812235593796,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.026700621470808983,0.0018114072736352682,0.9000085592269897,0.19413749873638153,0.1010715514421463,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02824997715651989,0.0020806698594242334,0.8941978812217712,0.20429903268814087,0.070831298828125,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.0269379373639822,0.0017252042889595032,0.9015096426010132,0.2194930613040924,0.06243867799639702,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.03031820058822632,0.0026066042482852936,0.8836196660995483,0.2355627715587616,0.08839328587055206,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028274526819586754,0.0018607903039082885,0.8780637979507446,0.22696161270141602,0.09159141778945923,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028258010745048523,0.0018976766150444746,0.8813536167144775,0.21775595843791962,0.12560062110424042,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02827596291899681,0.0020139289554208517,0.8741258382797241,0.21815520524978638,0.07958671450614929,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027888070791959763,0.0017233069520443678,0.8784754276275635,0.2227029800415039,0.042247507721185684,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.029207786545157433,0.0021360551472753286,0.886947512626648,0.21101118624210358,0.07991325110197067,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028862034901976585,0.002340647391974926,0.8905393481254578,0.22086508572101593,0.1937892735004425,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02810670994222164,0.0018473522504791617,0.8797634840011597,0.22531642019748688,0.09778199344873428,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02892288565635681,0.002187016885727644,0.8817657232284546,0.25043192505836487,0.14621111750602722,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.029118169099092484,0.0020976343657821417,0.8862824440002441,0.20909884572029114,0.09161848574876785,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027238694950938225,0.0016187636647373438,0.8789727091789246,0.20403583347797394,0.07361265271902084,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02666325494647026,0.0015094683039933443,0.8731050491333008,0.2153395116329193,0.04203670844435692,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027837231755256653,0.0017739696195349097,0.8791491389274597,0.20863820612430573,0.07404649257659912,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028647437691688538,0.002068229950964451,0.8799120187759399,0.22420570254325867,0.055330950766801834,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027132978662848473,0.0016078505432233214,0.8960392475128174,0.21485890448093414,0.03368408605456352,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.0317302867770195,0.0023031344171613455,0.8582884669303894,0.21088428795337677,0.0695829764008522,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.03287510201334953,0.002320445142686367,0.8425822257995605,0.2307332307100296,0.04305447265505791,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.03149434179067612,0.0023879813961684704,0.85640549659729,0.23422826826572418,0.0748661458492279,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.026693757623434067,0.0014761131023988128,0.8656646013259888,0.2098887711763382,0.07781028002500534,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027421846985816956,0.0016699314583092928,0.8746542930603027,0.20852935314178467,0.06724677234888077,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.030456386506557465,0.00195412733592093,0.843547523021698,0.20762112736701965,0.04969097673892975,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028600646182894707,0.0017642517341300845,0.8767239451408386,0.20692777633666992,0.04689372330904007,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02981261909008026,0.001934247906319797,0.8633778095245361,0.23730117082595825,0.09712192416191101,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02696738764643669,0.0016150659648701549,0.8866584300994873,0.2083253562450409,0.06900323927402496,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.027512121945619583,0.001841063960455358,0.8897662162780762,0.2145228385925293,0.09219642728567123,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02886439859867096,0.00183800735976547,0.8665826320648193,0.21220195293426514,0.03953123092651367,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.029166314750909805,0.0019872125703841448,0.875964343547821,0.21631795167922974,0.09877509623765945,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.03059924766421318,0.002310352399945259,0.8613480925559998,0.22765204310417175,0.07477527111768723,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.02743016742169857,0.0020106867887079716,0.9055570960044861,0.20350012183189392,0.10657685995101929,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028090432286262512,0.0018457535188645124,0.8834978938102722,0.22370830178260803,0.07517567276954651,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.029151588678359985,0.0019181551178917289,0.8705247640609741,0.21794737875461578,0.0638180524110794,1
bottle,Text_Encoder_LoRA,0.35,6.5,0.028889529407024384,0.002079153433442116,0.8883211016654968,0.2273968607187271,0.06822840869426727,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.027502790093421936,0.0017157209804281592,0.8909699320793152,0.21744173765182495,0.07767744362354279,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02917780727148056,0.0020570391789078712,0.8873870372772217,0.2196289300918579,0.07166972756385803,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02779204025864601,0.0017982469871640205,0.894016444683075,0.20718783140182495,0.07824752479791641,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.027439339086413383,0.0017196213593706489,0.8900362253189087,0.20771224796772003,0.04678819328546524,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02799554541707039,0.0019117544870823622,0.8943071365356445,0.20734739303588867,0.07217215746641159,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.028684373944997787,0.0019193723564967513,0.878034234046936,0.210467129945755,0.06925776600837708,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.028776153922080994,0.0018410044722259045,0.8844232559204102,0.21907833218574524,0.03952685371041298,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.027658041566610336,0.0018357367953285575,0.9048112630844116,0.19246447086334229,0.08462658524513245,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.027167614549398422,0.0017362392973154783,0.8972468376159668,0.22090715169906616,0.051214445382356644,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02764728292822838,0.0019119379576295614,0.8905854225158691,0.2126123011112213,0.08747277408838272,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02836894616484642,0.0018632522551342845,0.886152446269989,0.2179660201072693,0.07116524130105972,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.027215048670768738,0.0017409406136721373,0.8961226344108582,0.18958783149719238,0.06278321892023087,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.028739646077156067,0.0019424788188189268,0.8883765935897827,0.21510669589042664,0.08007614314556122,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.028590645641088486,0.001966569572687149,0.9036683440208435,0.19701546430587769,0.05400427430868149,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.028497815132141113,0.0018209334230050445,0.8889569044113159,0.20599883794784546,0.07171580940485,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.027386188507080078,0.0017572925426065922,0.9011402130126953,0.20474253594875336,0.07326769828796387,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.028235092759132385,0.0018927010241895914,0.8900794982910156,0.21130213141441345,0.1308130919933319,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02749762497842312,0.0016547099221497774,0.8837002515792847,0.21673135459423065,0.048722006380558014,0
bottle,Text_Encoder_LoRA,0.35,6.5,0.02826971933245659,0.001923196017742157,0.8951033353805542,0.20958054065704346,0.07913818210363388,0
bottle,Text_Encoder_LoRA,0.35,7.5,0.028775542974472046,0.001947710639797151,0.8746390342712402,0.24084559082984924,0.07407929003238678,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.02751397155225277,0.0019258714746683836,0.8888164758682251,0.22436010837554932,0.1134440004825592,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028210310265421867,0.0018004544544965029,0.8605583906173706,0.2365121841430664,0.05105975270271301,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.02524678409099579,0.0014447243884205818,0.8883573412895203,0.2567015290260315,0.04077523574233055,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028828328475356102,0.0021520841401070356,0.8795343637466431,0.2146860957145691,0.10619033873081207,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.02991875633597374,0.0022529936395585537,0.8783921599388123,0.2219599038362503,0.06268221884965897,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028885092586278915,0.0020181001164019108,0.8712468147277832,0.24866192042827606,0.08166123926639557,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.026515856385231018,0.0016025140648707747,0.8782863616943359,0.24434314668178558,0.08249697089195251,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028409769758582115,0.001977331703528762,0.8817543983459473,0.24792295694351196,0.11480599641799927,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.027432240545749664,0.0018047488993033767,0.8836981654167175,0.21502187848091125,0.07046013325452805,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.02598554454743862,0.0015318978112190962,0.8912415504455566,0.2179299145936966,0.05333778262138367,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028068240731954575,0.0020397312473505735,0.8778834342956543,0.22331368923187256,0.1465175598859787,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028164174407720566,0.002126718172803521,0.8820209503173828,0.22518885135650635,0.11761218309402466,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.029961999505758286,0.002103529404848814,0.8599522113800049,0.2647944688796997,0.059117160737514496,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028440892696380615,0.0019554048776626587,0.8847612142562866,0.21786825358867645,0.11777259409427643,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028826486319303513,0.0020768367685377598,0.8811115026473999,0.23165445029735565,0.09385251998901367,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.027789397165179253,0.0020231211092323065,0.8892421722412109,0.24032214283943176,0.09150735288858414,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.027917077764868736,0.0018942299066111445,0.8722954988479614,0.24382445216178894,0.0855921283364296,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.03121534362435341,0.002417671261355281,0.864642322063446,0.2557089328765869,0.08264680206775665,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028503593057394028,0.0019491799175739288,0.8797754049301147,0.22067728638648987,0.05523211881518364,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028334692120552063,0.0019323807209730148,0.8808104991912842,0.2113286256790161,0.07659642398357391,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028650891035795212,0.002102960366755724,0.8915964961051941,0.2019859403371811,0.09441158920526505,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.030903443694114685,0.002506305929273367,0.8674182295799255,0.22941020131111145,0.14607898890972137,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.030354734510183334,0.0024363596457988024,0.8756049871444702,0.23055186867713928,0.1571490615606308,1
bottle,Text_Encoder_LoRA,0.35,7.5,0.028748374432325363,0.002242725808173418,0.893890380859375,0.21471646428108215,0.08669744431972504,1
